training_date,employee_id,training_category,training_hours,training_cost,completion_status
2024-01-31,EMP00455,Communication,21.29,35350.01,Completed
2024-05-31,EMP00455,Compliance,15.69,24961.15,In Progress
2024-08-31,EMP00455,Leadership,10.23,16028.64,Completed
2024-11-30,EMP00455,Compliance,18.57,35344.71,Dropped
2024-12-31,EMP00455,Communication,16.29,23562.62,Completed
2022-02-28,EMP00456,Technical Skills,12.37,8352.52,In Progress
2022-08-31,EMP00456,Communication,18.34,25013.05,In Progress
2022-09-30,EMP00456,Technical Skills,21.62,19187.08,Completed
2022-12-31,EMP00456,Data Literacy,13.21,22235.07,Completed
2023-03-31,EMP00456,Leadership,2.64,4243.43,Completed
2023-04-30,EMP00456,Communication,17.23,32206.0,Completed
2023-11-30,EMP00456,Communication,23.55,31750.55,In Progress
2023-12-31,EMP00456,Cybersecurity,20.9,26443.77,Completed
2024-03-31,EMP00456,Data Literacy,20.21,32993.03,Completed
2024-07-31,EMP00456,Data Literacy,10.07,19801.38,Completed
2022-02-28,EMP00457,Compliance,15.4,32007.66,Completed
2022-03-31,EMP00457,Compliance,10.86,18907.74,Completed
2022-07-31,EMP00457,Technical Skills,7.35,5627.92,Dropped
2023-02-28,EMP00457,Cybersecurity,3.81,4144.07,Completed
2023-04-30,EMP00457,Communication,3.58,4976.14,In Progress
2023-06-30,EMP00457,Communication,16.96,31516.63,Completed
2023-07-31,EMP00457,Compliance,22.19,16205.63,Completed
2023-08-31,EMP00457,Cybersecurity,5.07,4295.86,Completed
2023-09-30,EMP00457,Communication,23.75,49408.72,Completed
2023-10-31,EMP00457,Communication,5.63,4031.58,Completed
2024-04-30,EMP00457,Leadership,19.22,18991.24,Completed
2024-07-31,EMP00457,Leadership,8.97,19156.61,Completed
2024-09-30,EMP00457,Communication,11.2,18201.71,Completed
2024-11-30,EMP00457,Compliance,12.93,22000.37,Completed
2022-02-28,EMP00458,Cybersecurity,22.79,40623.14,Completed
2022-10-31,EMP00458,Compliance,19.58,25336.75,Completed
2022-12-31,EMP00458,Compliance,17.81,32703.49,Completed
2023-01-31,EMP00458,Leadership,7.82,6942.26,In Progress
2023-06-30,EMP00458,Communication,14.53,12481.93,Completed
2023-07-31,EMP00458,Compliance,3.02,4588.35,Completed
2023-12-31,EMP00458,Data Literacy,3.16,4535.35,Completed
2024-02-29,EMP00458,Compliance,22.47,34066.92,Completed
2024-03-31,EMP00458,Communication,2.37,1832.33,Completed
2024-05-31,EMP00458,Technical Skills,23.09,50101.91,Completed
2024-09-30,EMP00458,Leadership,14.72,28307.71,Completed
2024-10-31,EMP00458,Communication,13.77,18817.25,Completed
2022-03-31,EMP00459,Cybersecurity,9.88,11257.84,Completed
2022-06-30,EMP00459,Leadership,17.28,22631.17,Completed
2022-09-30,EMP00459,Cybersecurity,3.43,4162.38,Dropped
2022-10-31,EMP00459,Communication,12.93,7898.9,Completed
2022-11-30,EMP00459,Leadership,11.52,13818.76,Completed
2023-03-31,EMP00459,Compliance,7.3,14902.18,In Progress
2023-06-30,EMP00459,Communication,7.62,13841.29,Completed
2023-08-31,EMP00459,Communication,2.99,2285.03,Completed
2023-10-31,EMP00459,Leadership,16.8,35625.84,Completed
2024-06-30,EMP00459,Data Literacy,9.27,14632.56,Completed
2024-08-31,EMP00459,Cybersecurity,23.24,20448.13,In Progress
2024-10-31,EMP00459,Compliance,13.46,28151.13,In Progress
2022-03-31,EMP00460,Data Literacy,6.63,6584.31,Completed
2022-05-31,EMP00460,Data Literacy,8.03,15505.32,Completed
2022-08-31,EMP00460,Cybersecurity,12.88,15210.4,Completed
2022-11-30,EMP00460,Compliance,11.91,18742.99,Completed
2023-01-31,EMP00460,Technical Skills,15.92,19843.99,Completed
2023-02-28,EMP00460,Data Literacy,16.97,22905.55,Completed
2023-04-30,EMP00460,Cybersecurity,19.08,26826.21,Completed
2023-07-31,EMP00460,Data Literacy,16.96,33521.08,In Progress
2023-11-30,EMP00460,Data Literacy,22.44,36581.49,Completed
2024-02-29,EMP00460,Cybersecurity,9.67,17097.23,Completed
2024-03-31,EMP00460,Technical Skills,6.68,11573.7,Completed
2024-08-31,EMP00460,Communication,11.57,11680.6,Completed
2024-10-31,EMP00460,Cybersecurity,4.86,8545.15,Completed
2024-09-30,EMP00461,Data Literacy,12.75,12895.29,Completed
2024-10-31,EMP00461,Compliance,5.45,8982.61,Completed
2024-03-31,EMP00462,Data Literacy,7.96,10671.08,Completed
2024-05-31,EMP00462,Leadership,6.31,5881.58,In Progress
2024-06-30,EMP00462,Compliance,10.31,18048.73,Completed
2024-10-31,EMP00462,Cybersecurity,10.98,17171.69,Completed
2024-11-30,EMP00462,Leadership,14.57,23639.55,Completed
2022-02-28,EMP00463,Communication,13.73,21916.86,In Progress
2022-08-31,EMP00463,Data Literacy,9.61,7612.47,Completed
2023-01-31,EMP00463,Communication,16.77,33663.15,In Progress
2023-04-30,EMP00463,Leadership,6.36,13058.47,In Progress
2023-05-31,EMP00463,Technical Skills,17.61,30503.07,Completed
2023-07-31,EMP00463,Communication,15.17,11066.18,Completed
2023-09-30,EMP00463,Leadership,10.58,21540.19,Completed
2023-10-31,EMP00463,Compliance,3.15,3251.51,Completed
2023-11-30,EMP00463,Technical Skills,21.42,39089.81,Completed
2023-12-31,EMP00463,Communication,14.74,21751.99,Completed
2024-08-31,EMP00463,Leadership,19.51,22231.48,Completed
2022-10-31,EMP00464,Cybersecurity,22.9,31533.83,Completed
2022-11-30,EMP00464,Communication,19.1,29671.13,Completed
2022-12-31,EMP00464,Cybersecurity,21.98,21581.8,Completed
2023-01-31,EMP00464,Leadership,12.48,10416.34,Completed
2023-04-30,EMP00464,Leadership,4.77,3144.21,Completed
2023-05-31,EMP00464,Communication,6.1,4280.98,Completed
2023-06-30,EMP00464,Compliance,7.27,7284.87,Completed
2023-10-31,EMP00464,Technical Skills,4.93,10558.53,Completed
2023-12-31,EMP00464,Cybersecurity,10.77,8824.68,Completed
2024-03-31,EMP00464,Cybersecurity,6.82,4620.94,Completed
2024-08-31,EMP00464,Communication,6.0,7175.94,Completed
2024-09-30,EMP00464,Leadership,14.16,12179.77,Completed
2024-11-30,EMP00464,Cybersecurity,10.46,19187.72,Completed
2022-03-31,EMP00465,Cybersecurity,21.92,21177.23,Completed
2022-04-30,EMP00465,Compliance,6.0,9432.62,In Progress
2022-07-31,EMP00465,Cybersecurity,14.55,22077.11,Completed
2022-09-30,EMP00465,Compliance,4.25,6505.11,Completed
2023-03-31,EMP00465,Compliance,22.95,28856.81,In Progress
2023-07-31,EMP00465,Compliance,3.04,5575.17,Completed
2023-09-30,EMP00465,Data Literacy,5.33,9039.87,Completed
2024-01-31,EMP00465,Data Literacy,10.51,13893.32,Completed
2024-03-31,EMP00465,Communication,5.05,9764.69,In Progress
2024-04-30,EMP00465,Technical Skills,9.16,11355.91,Completed
2024-06-30,EMP00465,Compliance,15.32,27983.01,Completed
2024-10-31,EMP00465,Cybersecurity,20.73,20074.76,In Progress
2022-01-31,EMP00466,Cybersecurity,23.33,32354.42,Completed
2022-08-31,EMP00466,Communication,16.34,12578.18,Completed
2022-09-30,EMP00466,Communication,13.83,12669.15,Completed
2022-11-30,EMP00466,Data Literacy,18.07,30961.1,Completed
2022-12-31,EMP00466,Cybersecurity,20.15,18824.43,In Progress
2023-02-28,EMP00466,Leadership,20.15,14375.21,Completed
2023-05-31,EMP00466,Cybersecurity,14.14,16830.15,In Progress
2023-06-30,EMP00466,Compliance,13.09,21764.71,Completed
2024-01-31,EMP00466,Cybersecurity,3.8,4359.87,Completed
2024-05-31,EMP00466,Cybersecurity,21.99,30906.66,In Progress
2024-10-31,EMP00466,Leadership,2.29,2691.0,In Progress
2023-08-31,EMP00467,Leadership,4.83,8179.68,Completed
2023-11-30,EMP00467,Leadership,13.45,8683.44,Completed
2024-06-30,EMP00467,Technical Skills,5.49,5669.96,Completed
2024-11-30,EMP00467,Communication,4.84,9792.41,Completed
2024-05-31,EMP00468,Technical Skills,18.21,33779.95,Completed
2024-09-30,EMP00468,Compliance,2.17,3241.82,In Progress
2022-01-31,EMP00469,Data Literacy,15.73,31187.85,Completed
2022-03-31,EMP00469,Data Literacy,10.24,16626.99,In Progress
2022-04-30,EMP00469,Data Literacy,4.35,7409.66,Completed
2022-05-31,EMP00469,Cybersecurity,17.4,11875.06,Completed
2022-06-30,EMP00469,Cybersecurity,10.51,8758.53,Dropped
2022-07-31,EMP00469,Communication,14.46,23556.33,Completed
2022-12-31,EMP00469,Cybersecurity,16.25,32776.78,In Progress
2023-05-31,EMP00469,Data Literacy,16.01,34531.11,Completed
2023-06-30,EMP00469,Compliance,22.51,38900.62,Completed
2023-12-31,EMP00469,Compliance,16.64,17128.76,Completed
2022-05-31,EMP00470,Compliance,4.01,8493.42,Completed
2022-08-31,EMP00470,Technical Skills,2.52,2467.46,Completed
2022-12-31,EMP00470,Cybersecurity,3.92,8520.87,In Progress
2023-01-31,EMP00470,Communication,21.73,25833.17,Completed
2023-02-28,EMP00470,Data Literacy,11.92,12663.69,Completed
2023-08-31,EMP00470,Technical Skills,14.15,30903.64,Completed
2023-10-31,EMP00470,Leadership,21.18,33418.55,Completed
2024-02-29,EMP00470,Data Literacy,19.48,20279.46,Completed
2024-07-31,EMP00470,Communication,17.24,18276.92,Completed
2024-08-31,EMP00470,Cybersecurity,20.61,18407.6,Completed
2024-10-31,EMP00470,Compliance,12.25,23019.11,Completed
2024-12-31,EMP00470,Technical Skills,13.45,12631.55,Completed
2022-02-28,EMP00471,Compliance,3.09,2997.07,Completed
2022-09-30,EMP00471,Compliance,22.69,18033.67,Completed
2022-10-31,EMP00471,Communication,5.64,4104.55,Completed
2023-01-31,EMP00471,Technical Skills,12.39,7434.13,Completed
2023-02-28,EMP00471,Leadership,12.37,20307.96,Completed
2023-06-30,EMP00471,Cybersecurity,13.79,13387.95,Completed
2023-07-31,EMP00471,Data Literacy,14.8,17079.24,Completed
2023-10-31,EMP00471,Data Literacy,3.34,7014.95,Completed
2023-11-30,EMP00471,Communication,20.22,14546.31,Completed
2024-03-31,EMP00471,Cybersecurity,9.88,12522.09,Completed
2024-04-30,EMP00471,Communication,3.51,4362.02,Completed
2024-09-30,EMP00471,Data Literacy,5.79,11984.73,Completed
2024-11-30,EMP00471,Leadership,13.35,16134.64,Completed
2022-05-31,EMP00472,Compliance,17.59,18415.47,Completed
2022-06-30,EMP00472,Leadership,20.73,42588.45,Completed
2022-10-31,EMP00472,Technical Skills,11.24,18082.99,Dropped
2022-12-31,EMP00472,Data Literacy,15.32,15811.06,Completed
2023-07-31,EMP00472,Compliance,20.39,28401.92,Completed
2023-08-31,EMP00472,Leadership,17.19,34414.04,In Progress
2022-05-31,EMP00473,Data Literacy,18.06,25540.73,In Progress
2022-06-30,EMP00473,Cybersecurity,10.03,17684.54,Completed
2023-01-31,EMP00473,Compliance,9.78,16183.3,Completed
2023-05-31,EMP00473,Data Literacy,6.92,9994.16,Completed
2023-06-30,EMP00473,Compliance,6.66,11789.55,Completed
2023-07-31,EMP00473,Technical Skills,7.05,7592.79,Completed
2023-08-31,EMP00473,Cybersecurity,18.29,21594.37,Completed
2024-01-31,EMP00473,Leadership,22.03,35777.37,Completed
2024-03-31,EMP00473,Communication,19.08,16874.82,Completed
2024-04-30,EMP00473,Communication,4.58,5087.04,Completed
2024-09-30,EMP00473,Technical Skills,8.31,8610.19,Completed
2022-02-28,EMP00474,Communication,2.17,2047.16,Completed
2022-05-31,EMP00474,Cybersecurity,5.29,10087.89,Completed
2022-08-31,EMP00474,Cybersecurity,13.74,25708.51,Completed
2022-10-31,EMP00474,Compliance,14.09,19856.53,Completed
2022-11-30,EMP00474,Cybersecurity,9.23,9552.57,Completed
2022-12-31,EMP00474,Leadership,22.42,47920.19,Completed
2023-03-31,EMP00474,Communication,13.38,23504.88,Completed
2023-07-31,EMP00474,Technical Skills,8.5,14901.43,Completed
2023-08-31,EMP00474,Leadership,2.17,4152.89,Completed
2023-09-30,EMP00474,Cybersecurity,9.45,12242.94,Completed
2023-10-31,EMP00474,Leadership,4.37,3930.67,Completed
2023-11-30,EMP00474,Cybersecurity,5.81,6814.51,In Progress
2023-12-31,EMP00474,Data Literacy,8.95,17772.66,Completed
2024-01-31,EMP00474,Cybersecurity,8.91,7133.65,Completed
2024-09-30,EMP00474,Communication,15.35,11903.84,Completed
2024-11-30,EMP00474,Technical Skills,19.02,29135.24,Completed
2024-12-31,EMP00474,Cybersecurity,2.78,4456.98,Completed
2022-01-31,EMP00475,Leadership,8.97,18813.24,Completed
2022-06-30,EMP00475,Leadership,16.68,33911.81,Completed
2022-08-31,EMP00475,Communication,18.94,27266.15,In Progress
2022-10-31,EMP00475,Technical Skills,10.5,18934.27,Completed
2023-01-31,EMP00475,Leadership,2.4,3073.42,Completed
2023-02-28,EMP00475,Compliance,4.99,6495.02,Completed
2023-06-30,EMP00475,Data Literacy,8.48,5749.35,Completed
2023-12-31,EMP00475,Technical Skills,19.18,18709.71,Completed
2024-04-30,EMP00475,Cybersecurity,23.05,34291.17,Completed
2024-06-30,EMP00475,Compliance,10.15,20602.43,In Progress
2024-08-31,EMP00475,Communication,8.24,11204.99,Completed
2024-11-30,EMP00475,Compliance,23.42,43582.53,Completed
2022-06-30,EMP00476,Compliance,13.11,8961.03,Completed
2022-09-30,EMP00476,Data Literacy,3.14,6597.12,Completed
2023-01-31,EMP00476,Compliance,22.25,31827.66,Completed
2023-05-31,EMP00476,Data Literacy,11.46,15427.89,Completed
2023-07-31,EMP00476,Leadership,17.75,31792.66,Completed
2023-08-31,EMP00476,Communication,12.86,14037.66,Completed
2023-10-31,EMP00476,Cybersecurity,12.62,14624.73,Completed
2024-02-29,EMP00476,Leadership,2.12,2314.69,Completed
2024-04-30,EMP00476,Cybersecurity,13.87,26459.01,Completed
2024-07-31,EMP00476,Technical Skills,20.09,16786.28,Completed
2024-10-31,EMP00476,Communication,15.28,14150.55,In Progress
2024-11-30,EMP00476,Compliance,10.64,14834.25,Completed
2023-08-31,EMP00477,Compliance,17.59,32608.45,Dropped
2023-09-30,EMP00477,Data Literacy,23.93,38213.59,Completed
2024-02-29,EMP00477,Data Literacy,4.87,8171.74,Completed
2024-04-30,EMP00477,Compliance,10.03,19347.5,In Progress
2024-05-31,EMP00477,Communication,15.29,19160.37,Completed
2024-08-31,EMP00477,Communication,16.51,33804.61,Completed
2024-09-30,EMP00477,Compliance,11.58,25176.27,Completed
2024-11-30,EMP00477,Compliance,13.02,17742.21,Completed
2022-05-31,EMP00478,Cybersecurity,4.74,8107.89,Completed
2022-10-31,EMP00478,Leadership,10.82,8452.27,Completed
2022-12-31,EMP00478,Leadership,5.44,8436.41,Completed
2023-09-30,EMP00478,Data Literacy,8.29,12281.6,Completed
2024-07-31,EMP00478,Compliance,11.52,14297.47,Completed
2024-10-31,EMP00478,Data Literacy,12.46,14308.2,Completed
2022-06-30,EMP00479,Communication,3.73,7440.64,Completed
2022-08-31,EMP00479,Leadership,11.41,20959.92,Dropped
2022-11-30,EMP00479,Data Literacy,14.05,23220.51,In Progress
2023-01-31,EMP00479,Communication,3.8,2732.01,Dropped
2023-03-31,EMP00479,Technical Skills,18.83,41016.46,Completed
2023-09-30,EMP00479,Technical Skills,7.0,7329.92,In Progress
2023-10-31,EMP00479,Communication,15.64,14586.4,Completed
2023-11-30,EMP00479,Data Literacy,14.22,14412.02,Completed
2023-12-31,EMP00479,Communication,14.62,29641.2,Completed
2024-03-31,EMP00479,Data Literacy,14.84,13304.44,Completed
2024-12-31,EMP00479,Communication,21.12,46365.74,Completed
2022-07-31,EMP00480,Communication,5.51,4026.44,In Progress
2022-12-31,EMP00480,Leadership,16.88,18297.35,Completed
2023-01-31,EMP00480,Data Literacy,12.88,7945.36,Completed
2023-03-31,EMP00480,Compliance,16.02,22214.83,Completed
2023-06-30,EMP00480,Communication,3.84,4162.3,Completed
2023-11-30,EMP00480,Communication,18.08,13558.0,Completed
2024-02-29,EMP00480,Leadership,10.63,14941.28,Completed
2024-05-31,EMP00480,Cybersecurity,5.6,5747.8,Completed
2024-11-30,EMP00480,Communication,21.53,15322.47,Completed
2023-07-31,EMP00481,Communication,2.1,1580.97,Completed
2023-10-31,EMP00481,Data Literacy,17.79,18077.49,In Progress
2023-11-30,EMP00481,Data Literacy,7.35,9963.54,Completed
2023-12-31,EMP00481,Communication,21.48,32073.16,Dropped
2024-04-30,EMP00481,Cybersecurity,14.92,10847.87,Completed
2024-07-31,EMP00481,Compliance,18.86,23851.62,Completed
2024-10-31,EMP00481,Compliance,20.55,14053.62,Completed
2023-04-30,EMP00482,Technical Skills,5.9,6862.64,Completed
2023-05-31,EMP00482,Technical Skills,13.08,20628.66,Completed
2023-06-30,EMP00482,Compliance,7.43,10416.41,In Progress
2023-09-30,EMP00482,Data Literacy,9.53,11525.97,Completed
2024-01-31,EMP00482,Compliance,10.55,20976.51,Completed
2024-05-31,EMP00482,Compliance,22.03,38846.54,In Progress
2024-10-31,EMP00482,Cybersecurity,4.99,3224.58,Completed
2024-11-30,EMP00482,Data Literacy,6.11,8804.83,Completed
2022-02-28,EMP00483,Cybersecurity,8.3,16996.79,Completed
2022-06-30,EMP00483,Leadership,22.94,24161.13,Completed
2022-10-31,EMP00483,Cybersecurity,2.61,5029.77,Completed
2023-02-28,EMP00483,Leadership,6.28,10191.59,Dropped
2023-08-31,EMP00483,Technical Skills,23.86,50443.95,Completed
2023-09-30,EMP00483,Technical Skills,20.61,35700.38,In Progress
2024-01-31,EMP00483,Cybersecurity,23.04,40591.63,Completed
2024-06-30,EMP00483,Compliance,14.9,18770.52,Completed
2024-08-31,EMP00483,Data Literacy,3.13,6045.45,In Progress
2024-11-30,EMP00483,Technical Skills,5.29,11184.69,Completed
2024-12-31,EMP00483,Cybersecurity,23.15,29738.57,Completed
2024-08-31,EMP00484,Technical Skills,2.33,4982.65,Completed
2024-09-30,EMP00484,Technical Skills,17.97,12423.5,In Progress
2024-10-31,EMP00484,Compliance,10.36,15498.71,In Progress
2022-02-28,EMP00485,Compliance,4.15,2887.29,Completed
2022-03-31,EMP00485,Technical Skills,7.53,8000.27,Completed
2022-05-31,EMP00485,Technical Skills,13.87,27974.4,Completed
2022-06-30,EMP00485,Leadership,18.28,21362.43,Completed
2022-09-30,EMP00485,Leadership,3.17,6857.65,Completed
2022-11-30,EMP00485,Data Literacy,11.96,8373.75,In Progress
2022-12-31,EMP00485,Leadership,16.27,31312.34,Completed
2023-04-30,EMP00485,Technical Skills,4.27,3470.91,Completed
2023-05-31,EMP00485,Compliance,9.4,14116.43,Completed
2022-08-31,EMP00486,Technical Skills,6.56,14127.06,Completed
2023-01-31,EMP00486,Cybersecurity,2.88,6103.94,Completed
2023-04-30,EMP00486,Technical Skills,4.85,8773.53,Completed
2023-06-30,EMP00486,Communication,6.46,9894.88,Completed
2023-12-31,EMP00486,Communication,15.51,16894.6,Completed
2024-10-31,EMP00486,Data Literacy,15.45,28305.27,Completed
2023-02-28,EMP00487,Technical Skills,20.9,19329.94,Dropped
2023-03-31,EMP00487,Data Literacy,23.03,20904.86,In Progress
2023-04-30,EMP00487,Leadership,16.53,33465.41,Completed
2023-06-30,EMP00487,Compliance,23.14,28745.48,Completed
2023-07-31,EMP00487,Technical Skills,12.4,8570.15,Completed
2023-08-31,EMP00487,Compliance,9.35,11845.83,Completed
2023-10-31,EMP00487,Compliance,13.79,16193.68,Completed
2024-01-31,EMP00487,Leadership,12.3,13492.7,Completed
2024-04-30,EMP00487,Cybersecurity,21.36,40077.38,In Progress
2024-05-31,EMP00487,Communication,17.23,28613.28,In Progress
2024-06-30,EMP00487,Technical Skills,20.61,21022.02,Completed
2024-07-31,EMP00487,Communication,13.14,10486.08,Dropped
2022-03-31,EMP00488,Technical Skills,12.77,11514.16,In Progress
2022-07-31,EMP00488,Data Literacy,5.08,9751.14,Completed
2022-12-31,EMP00488,Technical Skills,12.06,18296.99,In Progress
2023-03-31,EMP00488,Technical Skills,15.54,10339.23,Completed
2023-06-30,EMP00488,Leadership,7.07,11308.34,In Progress
2023-11-30,EMP00488,Communication,13.42,26963.66,In Progress
2023-12-31,EMP00488,Communication,15.31,33613.67,Completed
2024-01-31,EMP00488,Communication,7.03,10668.39,Completed
2024-05-31,EMP00488,Communication,9.62,15933.58,Completed
2024-06-30,EMP00488,Data Literacy,22.73,23448.3,In Progress
2024-08-31,EMP00488,Communication,14.82,30273.83,In Progress
2024-10-31,EMP00488,Technical Skills,16.45,21196.91,In Progress
2022-04-30,EMP00489,Data Literacy,20.63,35649.79,Completed
2022-11-30,EMP00489,Data Literacy,16.36,15886.68,Completed
2022-12-31,EMP00489,Communication,16.92,33639.63,Completed
2023-03-31,EMP00489,Communication,11.8,23513.03,Completed
2023-04-30,EMP00489,Data Literacy,5.83,4208.38,Completed
2023-06-30,EMP00489,Communication,13.71,27082.39,Completed
2023-08-31,EMP00489,Communication,21.14,14499.0,Completed
2024-01-31,EMP00489,Data Literacy,13.32,12766.39,Completed
2024-05-31,EMP00489,Compliance,18.45,28475.88,Completed
2024-06-30,EMP00489,Leadership,3.24,3335.45,Completed
2024-08-31,EMP00489,Technical Skills,17.5,36496.9,Completed
2024-12-31,EMP00489,Compliance,7.27,11793.65,Completed
2022-04-30,EMP00490,Cybersecurity,7.4,8359.19,In Progress
2022-05-31,EMP00490,Technical Skills,8.9,18413.59,Completed
2022-09-30,EMP00490,Technical Skills,14.88,18226.96,Completed
2022-11-30,EMP00490,Compliance,14.54,9107.84,Completed
2023-05-31,EMP00490,Leadership,13.39,22471.21,In Progress
2023-08-31,EMP00490,Data Literacy,3.27,3025.2,Completed
2024-01-31,EMP00490,Technical Skills,19.68,20356.51,Completed
2024-08-31,EMP00490,Technical Skills,20.32,17826.26,In Progress
2024-10-31,EMP00490,Compliance,11.8,25509.38,Completed
2024-11-30,EMP00490,Communication,10.44,15411.17,Completed
2022-04-30,EMP00491,Leadership,6.12,11409.6,Completed
2022-08-31,EMP00491,Communication,18.59,15043.75,Completed
2022-10-31,EMP00491,Compliance,9.07,12051.6,In Progress
2022-12-31,EMP00491,Communication,12.17,17994.81,Completed
2023-01-31,EMP00491,Technical Skills,2.04,3862.46,Completed
2023-11-30,EMP00491,Communication,9.27,15731.09,Completed
2023-12-31,EMP00491,Communication,19.12,36399.49,Completed
2024-02-29,EMP00491,Technical Skills,6.18,12643.17,Completed
2024-06-30,EMP00491,Technical Skills,19.12,12434.46,Completed
2024-08-31,EMP00491,Technical Skills,19.32,41433.83,Completed
2024-10-31,EMP00491,Cybersecurity,15.66,22292.11,Completed
2024-12-31,EMP00491,Communication,21.12,46446.25,Completed
2022-03-31,EMP00492,Data Literacy,23.38,50750.83,Completed
2022-04-30,EMP00492,Technical Skills,14.26,27002.45,Completed
2022-09-30,EMP00492,Compliance,6.5,10941.35,Completed
2022-10-31,EMP00492,Data Literacy,2.08,3483.01,Completed
2022-11-30,EMP00492,Compliance,2.79,2960.27,Completed
2023-07-31,EMP00492,Cybersecurity,7.47,5060.43,Completed
2024-01-31,EMP00492,Compliance,20.65,37657.82,Completed
2024-04-30,EMP00492,Cybersecurity,18.35,19931.22,Completed
2024-06-30,EMP00492,Cybersecurity,10.42,15447.15,Completed
2024-10-31,EMP00492,Data Literacy,17.72,16321.74,Completed
2024-11-30,EMP00492,Leadership,23.77,43621.63,Completed
2022-06-30,EMP00493,Compliance,12.34,8764.0,In Progress
2022-12-31,EMP00493,Cybersecurity,19.13,28114.14,Completed
2023-04-30,EMP00493,Technical Skills,10.18,20382.1,In Progress
2023-07-31,EMP00493,Technical Skills,22.62,29713.33,Completed
2023-08-31,EMP00493,Leadership,6.0,11770.48,Completed
2023-10-31,EMP00493,Leadership,21.23,19763.26,In Progress
2024-02-29,EMP00493,Technical Skills,2.54,1741.12,Completed
2024-06-30,EMP00493,Cybersecurity,8.13,5739.39,Completed
2023-11-30,EMP00494,Cybersecurity,10.54,12944.52,Completed
2024-02-29,EMP00494,Technical Skills,19.77,16389.11,Completed
2024-07-31,EMP00494,Cybersecurity,19.61,12433.23,In Progress
2024-08-31,EMP00494,Data Literacy,7.68,9641.39,Completed
2024-10-31,EMP00494,Compliance,2.79,4214.17,Completed
2022-06-30,EMP00495,Data Literacy,3.14,3539.6,In Progress
2022-12-31,EMP00495,Cybersecurity,11.48,12801.3,Completed
2023-07-31,EMP00495,Communication,22.98,34832.1,Completed
2023-08-31,EMP00495,Cybersecurity,16.07,29905.89,Dropped
2023-10-31,EMP00495,Cybersecurity,13.92,13995.9,Completed
2023-12-31,EMP00495,Data Literacy,20.0,33976.42,Completed
2024-04-30,EMP00495,Leadership,5.64,3823.63,Completed
2024-05-31,EMP00495,Compliance,11.53,19923.72,In Progress
2024-08-31,EMP00495,Technical Skills,23.5,19476.63,Dropped
2024-10-31,EMP00495,Leadership,23.77,20411.87,Completed
2024-12-31,EMP00495,Leadership,5.87,9054.56,In Progress
2022-01-31,EMP00496,Data Literacy,14.48,9174.39,Dropped
2022-03-31,EMP00496,Leadership,10.62,8059.77,Completed
2022-08-31,EMP00496,Technical Skills,19.84,14138.8,Completed
2022-11-30,EMP00496,Compliance,5.78,5401.66,Completed
2023-02-28,EMP00496,Communication,20.58,33112.44,In Progress
2023-04-30,EMP00496,Compliance,12.53,20362.9,Completed
2023-06-30,EMP00496,Data Literacy,16.72,22273.45,Completed
2023-08-31,EMP00496,Leadership,12.74,26697.44,Completed
2024-05-31,EMP00496,Leadership,23.8,18751.1,Completed
2024-07-31,EMP00496,Compliance,21.04,14128.42,Completed
2024-08-31,EMP00496,Leadership,3.05,5651.21,In Progress
2024-09-30,EMP00496,Communication,12.12,7832.0,Completed
2024-10-31,EMP00496,Data Literacy,4.41,3957.42,Completed
2024-04-30,EMP00497,Data Literacy,8.13,10554.26,Completed
2024-05-31,EMP00497,Leadership,17.2,28664.54,Completed
2024-10-31,EMP00497,Leadership,2.61,5732.6,Completed
2022-03-31,EMP00498,Leadership,18.63,19991.61,Completed
2022-05-31,EMP00498,Technical Skills,17.59,13463.62,Completed
2022-07-31,EMP00498,Compliance,7.58,9307.38,Completed
2022-09-30,EMP00498,Communication,11.01,8861.49,Completed
2022-12-31,EMP00498,Data Literacy,17.18,23106.3,Completed
2023-03-31,EMP00498,Cybersecurity,11.53,16196.94,Completed
2023-07-31,EMP00498,Cybersecurity,23.33,35863.24,Completed
2023-08-31,EMP00498,Data Literacy,22.61,42871.45,Completed
2024-01-31,EMP00498,Compliance,5.49,3563.87,Completed
2024-05-31,EMP00498,Technical Skills,18.48,17847.37,Completed
2022-01-31,EMP00499,Communication,5.85,10847.88,Completed
2022-03-31,EMP00499,Compliance,11.54,22851.08,Completed
2022-05-31,EMP00499,Cybersecurity,10.63,13429.09,Completed
2023-04-30,EMP00499,Cybersecurity,22.0,13421.39,Completed
2023-06-30,EMP00499,Compliance,23.39,35116.47,Completed
2023-09-30,EMP00499,Data Literacy,2.48,4119.74,Completed
2023-11-30,EMP00499,Technical Skills,14.43,16544.71,Completed
2024-04-30,EMP00499,Cybersecurity,13.53,24517.52,Completed
2024-05-31,EMP00499,Communication,6.95,6218.47,Completed
2024-10-31,EMP00499,Technical Skills,10.2,9237.82,Completed
2022-02-28,EMP00500,Compliance,10.87,15436.55,Completed
2022-03-31,EMP00500,Leadership,7.39,14178.47,Completed
2022-05-31,EMP00500,Communication,21.96,28012.49,Completed
2022-09-30,EMP00500,Communication,17.98,13694.53,In Progress
2022-11-30,EMP00500,Leadership,11.93,17870.26,Completed
2022-12-31,EMP00500,Technical Skills,14.77,22836.21,Completed
2023-03-31,EMP00500,Compliance,13.08,20524.95,Completed
2023-04-30,EMP00500,Compliance,19.06,24211.2,Completed
2023-05-31,EMP00500,Leadership,14.85,16735.13,Completed
