attendance_date,employee_id,scheduled_days,present_days,leave_days,absence_days,overtime_hours
2024-08-31,EMP00564,21,18,1,2,12.17
2024-09-30,EMP00564,22,18,3,1,12.56
2024-10-31,EMP00564,22,19,3,0,4.66
2024-11-30,EMP00564,22,21,1,0,0.92
2024-12-31,EMP00564,23,22,1,0,10.91
2022-01-31,EMP00565,21,19,0,2,0.13
2022-02-28,EMP00565,20,18,0,2,8.76
2022-03-31,EMP00565,23,23,0,0,5.76
2022-04-30,EMP00565,22,20,1,1,14.09
2022-05-31,EMP00565,21,20,1,0,6.04
2022-06-30,EMP00565,21,18,2,1,13.54
2022-07-31,EMP00565,20,20,0,0,5.43
2022-01-31,EMP00566,23,20,2,1,13.0
2022-02-28,EMP00566,20,16,3,1,18.3
2022-03-31,EMP00566,21,19,2,0,2.66
2022-04-30,EMP00566,23,21,2,0,9.46
2022-05-31,EMP00566,23,22,0,1,21.74
2022-06-30,EMP00566,20,16,4,0,8.33
2022-07-31,EMP00566,22,19,3,0,8.31
2022-08-31,EMP00566,20,17,2,1,11.94
2022-09-30,EMP00566,20,18,1,1,8.21
2022-10-31,EMP00566,22,21,1,0,0.0
2022-11-30,EMP00566,20,19,1,0,13.66
2022-12-31,EMP00566,20,18,1,1,0.0
2023-01-31,EMP00566,23,21,2,0,5.92
2023-02-28,EMP00566,21,20,0,1,14.04
2023-03-31,EMP00566,21,20,0,1,6.22
2023-04-30,EMP00566,22,19,3,0,4.53
2023-05-31,EMP00566,21,20,1,0,12.4
2023-06-30,EMP00566,21,18,1,2,3.74
2023-07-31,EMP00566,23,19,4,0,1.89
2023-08-31,EMP00566,20,20,0,0,9.37
2023-09-30,EMP00566,22,22,0,0,7.09
2023-10-31,EMP00566,23,23,0,0,1.78
2023-11-30,EMP00566,20,18,2,0,11.18
2023-12-31,EMP00566,22,22,0,0,10.32
2024-01-31,EMP00566,22,20,2,0,6.2
2024-02-29,EMP00566,21,19,2,0,6.54
2024-03-31,EMP00566,23,22,1,0,10.35
2024-04-30,EMP00566,22,20,2,0,13.95
2024-05-31,EMP00566,22,22,0,0,6.59
2024-06-30,EMP00566,20,16,4,0,11.27
2024-07-31,EMP00566,21,20,1,0,10.83
2024-08-31,EMP00566,23,21,2,0,12.4
2024-09-30,EMP00566,20,20,0,0,8.2
2024-10-31,EMP00566,23,20,2,1,3.44
2024-11-30,EMP00566,21,20,0,1,5.69
2024-12-31,EMP00566,20,20,0,0,9.71
2022-01-31,EMP00567,20,17,3,0,17.09
2022-02-28,EMP00567,22,20,2,0,5.58
2022-03-31,EMP00567,23,19,3,1,12.02
2022-04-30,EMP00567,23,22,1,0,6.36
2022-05-31,EMP00567,23,22,1,0,8.55
2022-06-30,EMP00567,23,22,0,1,15.58
2022-07-31,EMP00567,23,22,1,0,11.82
2022-08-31,EMP00567,22,21,1,0,1.79
2022-09-30,EMP00567,23,23,0,0,5.14
2022-10-31,EMP00567,23,20,3,0,14.28
2022-11-30,EMP00567,22,22,0,0,8.71
2022-12-31,EMP00567,22,20,2,0,2.26
2023-01-31,EMP00567,21,21,0,0,3.91
2023-02-28,EMP00567,23,22,0,1,11.52
2023-03-31,EMP00567,22,21,1,0,12.97
2023-04-30,EMP00567,22,20,2,0,8.09
2023-05-31,EMP00567,20,20,0,0,20.38
2023-06-30,EMP00567,20,17,3,0,12.12
2023-07-31,EMP00567,20,20,0,0,6.78
2023-08-31,EMP00567,23,20,2,1,3.92
2023-09-30,EMP00567,21,17,4,0,3.13
2023-10-31,EMP00567,23,22,0,1,9.68
2023-11-30,EMP00567,21,18,3,0,5.56
2023-12-31,EMP00567,20,19,0,1,16.37
2024-01-31,EMP00567,23,21,2,0,15.33
2024-02-29,EMP00567,22,21,1,0,11.17
2024-03-31,EMP00567,20,19,0,1,2.11
2024-04-30,EMP00567,21,17,3,1,4.64
2024-05-31,EMP00567,20,16,4,0,14.28
2024-06-30,EMP00567,21,20,1,0,5.18
2024-07-31,EMP00567,22,21,1,0,13.61
2024-08-31,EMP00567,21,20,1,0,10.37
2024-09-30,EMP00567,23,23,0,0,8.26
2024-10-31,EMP00567,21,21,0,0,4.49
2024-11-30,EMP00567,23,20,1,2,7.53
2024-12-31,EMP00567,23,23,0,0,8.95
2023-07-31,EMP00568,21,21,0,0,13.16
2023-08-31,EMP00568,20,19,1,0,3.57
2023-09-30,EMP00568,22,19,2,1,6.69
2023-10-31,EMP00568,20,17,3,0,8.22
2023-11-30,EMP00568,21,21,0,0,11.31
2023-12-31,EMP00568,23,21,2,0,3.46
2024-01-31,EMP00568,21,19,2,0,1.42
2024-02-29,EMP00568,21,21,0,0,11.37
2024-03-31,EMP00568,23,23,0,0,0.41
2024-04-30,EMP00568,22,20,2,0,14.42
2024-05-31,EMP00568,23,21,2,0,7.22
2024-06-30,EMP00568,21,19,2,0,0.26
2024-07-31,EMP00568,22,22,0,0,5.6
2024-08-31,EMP00568,23,22,1,0,9.9
2022-01-31,EMP00569,21,20,1,0,5.34
2022-02-28,EMP00569,22,21,1,0,8.1
2022-03-31,EMP00569,22,22,0,0,11.7
2022-04-30,EMP00569,22,21,0,1,6.99
2022-05-31,EMP00569,22,21,0,1,3.31
2022-06-30,EMP00569,21,20,1,0,6.51
2022-07-31,EMP00569,23,22,0,1,15.07
2022-08-31,EMP00569,21,21,0,0,16.43
2022-09-30,EMP00569,22,22,0,0,0.0
2022-10-31,EMP00569,23,19,2,2,13.46
2022-11-30,EMP00569,23,23,0,0,9.25
2022-12-31,EMP00569,20,18,2,0,12.62
2023-01-31,EMP00569,21,21,0,0,5.25
2023-02-28,EMP00569,21,20,1,0,0.0
2023-03-31,EMP00569,23,21,2,0,10.92
2023-04-30,EMP00569,22,19,1,2,3.3
2023-05-31,EMP00569,23,22,1,0,1.06
2023-06-30,EMP00569,23,23,0,0,1.41
2023-07-31,EMP00569,20,20,0,0,11.0
2023-08-31,EMP00569,23,22,1,0,8.7
2023-09-30,EMP00569,23,20,2,1,11.91
2023-10-31,EMP00569,22,21,1,0,11.35
2023-11-30,EMP00569,23,22,1,0,5.9
2023-12-31,EMP00569,22,22,0,0,7.65
2024-01-31,EMP00569,20,19,1,0,5.44
2024-02-29,EMP00569,21,20,1,0,6.95
2024-03-31,EMP00569,23,22,1,0,3.16
2024-04-30,EMP00569,20,20,0,0,9.95
2024-05-31,EMP00569,22,22,0,0,13.38
2024-06-30,EMP00569,20,19,1,0,3.92
2024-07-31,EMP00569,20,18,2,0,14.41
2024-08-31,EMP00569,22,21,0,1,8.57
2024-09-30,EMP00569,21,21,0,0,9.21
2024-10-31,EMP00569,21,19,2,0,0.0
2024-11-30,EMP00569,22,21,0,1,0.0
2024-12-31,EMP00569,22,18,3,1,8.72
2022-01-31,EMP00570,20,17,1,2,11.95
2022-02-28,EMP00570,20,18,0,2,4.64
2022-03-31,EMP00570,20,17,1,2,16.35
2022-04-30,EMP00570,20,19,1,0,11.67
2022-05-31,EMP00570,20,18,2,0,3.46
2022-06-30,EMP00570,23,19,4,0,8.15
2022-07-31,EMP00570,22,21,0,1,20.38
2022-08-31,EMP00570,20,20,0,0,1.79
2022-09-30,EMP00570,23,20,3,0,10.64
2022-10-31,EMP00570,21,18,3,0,6.39
2022-11-30,EMP00570,21,21,0,0,11.53
2022-12-31,EMP00570,21,21,0,0,14.34
2023-01-31,EMP00570,22,22,0,0,6.07
2023-02-28,EMP00570,20,19,0,1,13.59
2023-03-31,EMP00570,21,21,0,0,19.11
2023-04-30,EMP00570,21,19,2,0,8.33
2023-05-31,EMP00570,23,23,0,0,11.92
2023-06-30,EMP00570,23,20,1,2,5.05
2023-07-31,EMP00570,22,21,0,1,8.1
2023-08-31,EMP00570,21,20,1,0,7.12
2023-09-30,EMP00570,20,18,2,0,11.98
2023-10-31,EMP00570,20,18,2,0,14.02
2023-11-30,EMP00570,21,21,0,0,7.45
2023-12-31,EMP00570,21,20,0,1,15.67
2024-01-31,EMP00570,23,21,2,0,15.65
2024-02-29,EMP00570,20,18,2,0,12.23
2024-03-31,EMP00570,20,19,1,0,5.42
2024-04-30,EMP00570,22,20,2,0,4.94
2024-05-31,EMP00570,21,20,0,1,3.94
2024-06-30,EMP00570,20,18,1,1,12.75
2024-07-31,EMP00570,22,20,2,0,1.94
2024-08-31,EMP00570,20,18,2,0,11.38
2024-09-30,EMP00570,20,19,1,0,2.59
2024-10-31,EMP00570,20,19,1,0,12.12
2024-11-30,EMP00570,22,22,0,0,8.09
2024-12-31,EMP00570,22,21,1,0,14.67
2022-11-30,EMP00571,21,19,2,0,13.71
2022-12-31,EMP00571,20,16,3,1,15.18
2023-01-31,EMP00571,23,22,1,0,15.3
2023-02-28,EMP00571,21,21,0,0,8.72
2023-03-31,EMP00571,22,21,0,1,2.21
2023-04-30,EMP00571,21,18,2,1,2.74
2023-05-31,EMP00571,22,20,2,0,0.0
2023-06-30,EMP00571,22,22,0,0,2.58
2023-07-31,EMP00571,23,22,1,0,8.34
2023-08-31,EMP00571,23,17,4,2,5.2
2023-09-30,EMP00571,21,20,0,1,7.1
2023-10-31,EMP00571,22,21,1,0,10.46
2023-11-30,EMP00571,22,19,3,0,6.48
2023-12-31,EMP00571,22,22,0,0,2.39
2024-01-31,EMP00571,22,21,1,0,7.73
2024-02-29,EMP00571,21,21,0,0,3.51
2024-03-31,EMP00571,23,20,3,0,6.65
2024-04-30,EMP00571,23,22,1,0,14.71
2024-05-31,EMP00571,23,20,3,0,6.65
2024-06-30,EMP00571,21,21,0,0,16.85
2024-07-31,EMP00571,21,17,2,2,15.16
2024-08-31,EMP00571,23,22,1,0,5.1
2024-09-30,EMP00571,20,19,1,0,2.44
2024-10-31,EMP00571,22,20,0,2,7.74
2024-11-30,EMP00571,20,19,1,0,13.77
2024-12-31,EMP00571,22,21,1,0,5.55
2022-06-30,EMP00572,20,20,0,0,12.54
2022-07-31,EMP00572,23,23,0,0,14.04
2022-08-31,EMP00572,22,20,0,2,4.13
2022-09-30,EMP00572,20,19,1,0,4.62
2022-10-31,EMP00572,22,22,0,0,11.56
2022-11-30,EMP00572,22,22,0,0,8.76
2022-12-31,EMP00572,21,21,0,0,4.57
2023-01-31,EMP00572,21,18,3,0,6.24
2023-02-28,EMP00572,22,21,1,0,7.65
2023-03-31,EMP00572,22,20,1,1,0.18
2023-04-30,EMP00572,23,21,2,0,11.83
2023-05-31,EMP00572,21,19,2,0,5.61
2023-06-30,EMP00572,21,18,3,0,0.0
2023-07-31,EMP00572,21,19,1,1,7.88
2023-08-31,EMP00572,23,22,1,0,4.29
2023-09-30,EMP00572,21,19,2,0,16.44
2023-10-31,EMP00572,21,21,0,0,5.07
2023-11-30,EMP00572,23,20,3,0,2.51
2023-12-31,EMP00572,22,21,1,0,10.54
2024-01-31,EMP00572,21,18,2,1,4.7
2024-02-29,EMP00572,23,23,0,0,4.1
2024-03-31,EMP00572,21,20,1,0,10.55
2024-04-30,EMP00572,23,18,3,2,2.8
2024-05-31,EMP00572,21,20,1,0,0.71
2024-06-30,EMP00572,21,20,1,0,16.63
2024-07-31,EMP00572,23,23,0,0,10.9
2024-08-31,EMP00572,23,19,4,0,6.68
2024-09-30,EMP00572,22,19,1,2,7.98
2024-10-31,EMP00572,21,18,2,1,10.53
2024-11-30,EMP00572,22,21,1,0,12.87
2024-12-31,EMP00572,21,20,1,0,4.22
2022-01-31,EMP00573,20,19,1,0,9.83
2022-02-28,EMP00573,20,14,4,2,5.47
2022-03-31,EMP00573,22,19,3,0,7.06
2022-04-30,EMP00573,21,19,2,0,8.8
2022-05-31,EMP00573,20,17,3,0,7.97
2022-06-30,EMP00573,22,22,0,0,11.68
2022-07-31,EMP00573,20,20,0,0,10.44
2022-08-31,EMP00573,20,18,1,1,0.46
2022-09-30,EMP00573,21,17,4,0,1.21
2022-10-31,EMP00573,21,21,0,0,6.15
2022-11-30,EMP00573,22,18,4,0,17.14
2022-12-31,EMP00573,23,23,0,0,3.74
2023-01-31,EMP00573,21,20,1,0,6.96
2023-02-28,EMP00573,21,21,0,0,5.32
2023-03-31,EMP00573,20,19,1,0,5.23
2023-04-30,EMP00573,23,21,0,2,8.89
2023-05-31,EMP00573,23,21,1,1,15.0
2023-06-30,EMP00573,22,20,1,1,10.28
2023-07-31,EMP00573,21,20,0,1,3.98
2023-08-31,EMP00573,21,21,0,0,21.77
2023-09-30,EMP00573,21,21,0,0,8.39
2023-10-31,EMP00573,23,20,3,0,5.11
2023-11-30,EMP00573,20,20,0,0,15.06
2023-12-31,EMP00573,23,23,0,0,5.65
2024-01-31,EMP00573,23,21,1,1,16.31
2024-02-29,EMP00573,21,20,1,0,3.65
2024-03-31,EMP00573,21,17,4,0,15.15
2024-04-30,EMP00573,20,18,1,1,9.01
2024-05-31,EMP00573,22,22,0,0,14.46
2024-06-30,EMP00573,23,22,1,0,17.51
2024-07-31,EMP00573,22,22,0,0,2.34
2024-08-31,EMP00573,21,19,1,1,14.38
2024-09-30,EMP00573,21,21,0,0,0.96
2024-10-31,EMP00573,21,20,1,0,2.76
2024-11-30,EMP00573,21,21,0,0,3.98
2024-12-31,EMP00573,23,22,1,0,10.52
2022-01-31,EMP00574,23,19,4,0,8.17
2022-02-28,EMP00574,22,22,0,0,7.16
2022-03-31,EMP00574,21,18,3,0,8.73
2022-04-30,EMP00574,23,21,2,0,10.96
2022-05-31,EMP00574,20,18,2,0,11.34
2022-06-30,EMP00574,22,20,1,1,13.47
2022-07-31,EMP00574,21,21,0,0,17.1
2022-08-31,EMP00574,23,20,2,1,7.89
2022-09-30,EMP00574,21,18,2,1,5.39
2022-10-31,EMP00574,20,18,2,0,11.07
2022-11-30,EMP00574,20,19,0,1,2.28
2022-12-31,EMP00574,22,22,0,0,4.61
2023-01-31,EMP00574,20,20,0,0,13.0
2023-02-28,EMP00574,21,20,0,1,7.38
2023-03-31,EMP00574,22,21,1,0,1.96
2023-04-30,EMP00574,23,23,0,0,0.55
2023-05-31,EMP00574,23,22,0,1,8.24
2023-06-30,EMP00574,22,18,3,1,13.71
2023-07-31,EMP00574,22,21,0,1,13.64
2023-08-31,EMP00574,21,21,0,0,8.55
2023-09-30,EMP00574,21,18,3,0,18.04
2023-10-31,EMP00574,21,20,1,0,7.48
2023-11-30,EMP00574,23,23,0,0,7.31
2023-12-31,EMP00574,21,17,3,1,0.0
2024-01-31,EMP00574,21,18,2,1,5.76
2024-02-29,EMP00574,22,22,0,0,12.26
2024-03-31,EMP00574,22,20,2,0,15.82
2024-04-30,EMP00574,21,21,0,0,3.85
2024-05-31,EMP00574,22,20,0,2,10.31
2024-06-30,EMP00574,20,17,2,1,13.23
2024-07-31,EMP00574,22,21,1,0,8.06
2024-08-31,EMP00574,20,19,1,0,0.0
2024-09-30,EMP00574,20,19,1,0,9.24
2024-10-31,EMP00574,23,23,0,0,11.81
2024-11-30,EMP00574,22,22,0,0,3.26
2024-12-31,EMP00574,20,20,0,0,6.73
2022-07-31,EMP00575,23,23,0,0,2.22
2022-08-31,EMP00575,23,23,0,0,0.0
2022-09-30,EMP00575,23,23,0,0,13.14
2022-10-31,EMP00575,23,23,0,0,7.98
2022-11-30,EMP00575,23,23,0,0,15.99
2022-12-31,EMP00575,22,19,2,1,12.29
2023-01-31,EMP00575,22,22,0,0,6.23
2023-02-28,EMP00575,22,22,0,0,7.58
2023-03-31,EMP00575,22,21,0,1,10.83
2023-04-30,EMP00575,23,20,3,0,12.83
2023-05-31,EMP00575,20,19,1,0,9.61
2023-06-30,EMP00575,22,20,1,1,13.53
2023-07-31,EMP00575,21,21,0,0,6.52
2023-08-31,EMP00575,20,18,2,0,3.01
2023-09-30,EMP00575,21,20,1,0,7.68
2023-10-31,EMP00575,22,20,2,0,9.03
2023-11-30,EMP00575,22,22,0,0,1.99
2023-12-31,EMP00575,23,20,2,1,1.32
2024-01-31,EMP00575,22,20,2,0,10.24
2024-02-29,EMP00575,21,21,0,0,5.97
2024-03-31,EMP00575,21,17,2,2,7.17
2024-04-30,EMP00575,23,22,1,0,6.2
2024-05-31,EMP00575,21,19,2,0,15.6
2024-06-30,EMP00575,20,19,1,0,14.31
2024-07-31,EMP00575,22,22,0,0,1.81
2024-08-31,EMP00575,23,21,2,0,5.34
2024-09-30,EMP00575,22,19,1,2,12.25
2024-10-31,EMP00575,23,21,2,0,11.01
2024-11-30,EMP00575,23,23,0,0,7.79
2024-12-31,EMP00575,23,21,0,2,2.31
2022-11-30,EMP00576,23,22,1,0,4.59
2022-12-31,EMP00576,22,18,4,0,5.42
2023-01-31,EMP00576,23,22,0,1,9.38
2023-02-28,EMP00576,22,20,2,0,16.52
2023-03-31,EMP00576,21,19,2,0,4.57
2023-04-30,EMP00576,21,18,2,1,2.87
2023-05-31,EMP00576,23,21,0,2,7.46
2023-06-30,EMP00576,21,21,0,0,13.16
2023-07-31,EMP00576,20,18,2,0,0.77
2023-08-31,EMP00576,21,17,2,2,15.27
2023-09-30,EMP00576,20,20,0,0,7.14
2023-10-31,EMP00576,21,18,1,2,4.33
2023-11-30,EMP00576,21,17,4,0,0.0
2023-12-31,EMP00576,20,20,0,0,11.53
2024-01-31,EMP00576,20,18,2,0,7.14
2024-02-29,EMP00576,23,23,0,0,8.85
2024-03-31,EMP00576,22,22,0,0,3.5
2024-04-30,EMP00576,22,20,1,1,6.4
2024-05-31,EMP00576,23,22,1,0,5.57
2024-06-30,EMP00576,21,19,1,1,7.5
2024-07-31,EMP00576,22,18,2,2,4.65
2024-08-31,EMP00576,21,19,2,0,0.33
2024-09-30,EMP00576,23,22,1,0,21.64
2024-10-31,EMP00576,20,16,2,2,1.18
2024-11-30,EMP00576,22,22,0,0,8.91
2024-12-31,EMP00576,20,19,1,0,0.0
2022-01-31,EMP00577,22,21,1,0,0.0
2022-02-28,EMP00577,21,20,1,0,8.49
2022-03-31,EMP00577,23,21,2,0,8.87
2022-04-30,EMP00577,22,20,2,0,14.31
2022-05-31,EMP00577,20,19,1,0,10.0
2022-06-30,EMP00577,20,20,0,0,7.25
2022-07-31,EMP00577,21,18,3,0,3.25
2022-08-31,EMP00577,20,20,0,0,15.5
2022-09-30,EMP00577,22,22,0,0,12.64
2022-10-31,EMP00577,23,21,2,0,1.77
2022-11-30,EMP00577,21,20,0,1,8.19
2022-12-31,EMP00577,20,17,3,0,8.72
2023-01-31,EMP00577,20,20,0,0,6.27
2023-02-28,EMP00577,23,23,0,0,11.86
2023-03-31,EMP00577,22,20,2,0,12.16
2023-04-30,EMP00577,23,23,0,0,7.05
2023-05-31,EMP00577,23,21,2,0,6.6
2023-06-30,EMP00577,20,20,0,0,15.49
2023-07-31,EMP00577,21,19,2,0,12.66
2023-08-31,EMP00577,20,15,4,1,8.36
2023-09-30,EMP00577,23,20,1,2,0.0
2023-10-31,EMP00577,23,22,1,0,9.72
2023-11-30,EMP00577,20,19,1,0,11.49
2023-12-31,EMP00577,21,20,1,0,0.0
2024-01-31,EMP00577,20,19,1,0,9.26
2024-02-29,EMP00577,23,22,0,1,5.92
2024-03-31,EMP00577,21,19,2,0,6.9
2024-04-30,EMP00577,21,20,1,0,3.46
2024-05-31,EMP00577,20,18,1,1,7.26
2024-06-30,EMP00577,22,20,2,0,14.96
2024-07-31,EMP00577,21,21,0,0,5.77
2024-08-31,EMP00577,22,20,2,0,12.83
2024-09-30,EMP00577,23,22,1,0,3.97
2024-10-31,EMP00577,22,21,1,0,11.79
2024-11-30,EMP00577,22,20,1,1,8.01
2024-12-31,EMP00577,23,23,0,0,9.76
2022-01-31,EMP00578,23,23,0,0,8.04
2022-02-28,EMP00578,23,21,2,0,11.21
2022-03-31,EMP00578,23,21,2,0,0.0
2022-04-30,EMP00578,23,23,0,0,0.9
2022-05-31,EMP00578,21,17,4,0,10.09
2022-06-30,EMP00578,23,20,2,1,0.0
2022-07-31,EMP00578,23,23,0,0,5.35
2022-08-31,EMP00578,23,18,4,1,7.73
2022-09-30,EMP00578,23,19,4,0,3.86
2022-10-31,EMP00578,23,22,1,0,4.54
2022-11-30,EMP00578,23,21,2,0,9.36
2022-12-31,EMP00578,23,22,1,0,13.05
2023-01-31,EMP00578,21,19,1,1,3.21
2023-02-28,EMP00578,23,23,0,0,5.12
2023-03-31,EMP00578,21,20,1,0,4.34
2023-04-30,EMP00578,20,19,1,0,0.0
2023-05-31,EMP00578,21,21,0,0,8.71
2023-06-30,EMP00578,22,21,1,0,12.67
2023-07-31,EMP00578,20,19,1,0,13.08
2023-08-31,EMP00578,22,21,1,0,3.65
2023-09-30,EMP00578,20,20,0,0,1.74
2023-10-31,EMP00578,21,17,3,1,8.11
2023-11-30,EMP00578,20,19,1,0,12.15
2023-12-31,EMP00578,20,18,2,0,8.77
2024-01-31,EMP00578,20,18,2,0,9.45
2024-02-29,EMP00578,21,19,2,0,13.71
2024-03-31,EMP00578,21,21,0,0,4.3
2024-04-30,EMP00578,23,21,2,0,6.9
2024-05-31,EMP00578,22,18,2,2,16.17
2024-06-30,EMP00578,22,20,0,2,7.02
2024-07-31,EMP00578,22,20,2,0,1.66
2024-08-31,EMP00578,22,19,3,0,4.65
2024-09-30,EMP00578,21,20,0,1,3.31
2024-10-31,EMP00578,20,18,1,1,9.79
2024-11-30,EMP00578,22,21,1,0,3.52
2024-12-31,EMP00578,23,20,3,0,9.36
2022-01-31,EMP00579,22,20,2,0,4.32
2022-02-28,EMP00579,23,22,1,0,0.0
2022-03-31,EMP00579,21,20,1,0,9.53
2022-04-30,EMP00579,22,22,0,0,8.74
2022-05-31,EMP00579,22,20,2,0,10.59
2022-06-30,EMP00579,23,19,3,1,4.64
2022-07-31,EMP00579,21,19,1,1,4.1
2022-08-31,EMP00579,22,22,0,0,10.01
2022-09-30,EMP00579,21,21,0,0,15.6
2022-10-31,EMP00579,20,18,2,0,8.06
2022-11-30,EMP00579,20,20,0,0,10.12
2022-12-31,EMP00579,22,22,0,0,6.39
2023-01-31,EMP00579,21,19,1,1,0.28
2023-02-28,EMP00579,22,19,3,0,12.84
2023-03-31,EMP00579,23,23,0,0,12.54
2023-04-30,EMP00579,21,18,3,0,11.55
2023-05-31,EMP00579,20,18,2,0,7.09
2023-06-30,EMP00579,20,20,0,0,10.99
2023-07-31,EMP00579,22,21,1,0,12.47
2023-08-31,EMP00579,21,19,0,2,16.1
2023-09-30,EMP00579,23,23,0,0,12.94
2023-10-31,EMP00579,20,17,3,0,8.32
2023-11-30,EMP00579,21,18,3,0,1.46
2023-12-31,EMP00579,23,22,1,0,8.78
2024-01-31,EMP00579,20,17,3,0,9.28
2024-02-29,EMP00579,23,22,0,1,11.55
2024-03-31,EMP00579,22,22,0,0,14.77
2024-04-30,EMP00579,20,19,1,0,7.52
2024-05-31,EMP00579,22,20,2,0,18.5
2024-06-30,EMP00579,21,20,1,0,0.0
2024-07-31,EMP00579,21,18,2,1,10.1
2024-08-31,EMP00579,21,19,1,1,4.01
2024-09-30,EMP00579,20,18,2,0,0.0
2024-10-31,EMP00579,23,19,2,2,6.99
2024-11-30,EMP00579,21,20,1,0,0.71
2024-12-31,EMP00579,20,20,0,0,7.19
2022-01-31,EMP00580,21,19,1,1,8.17
2022-02-28,EMP00580,20,19,0,1,13.59
2022-03-31,EMP00580,22,22,0,0,0.46
2022-04-30,EMP00580,21,18,3,0,12.54
2022-05-31,EMP00580,20,20,0,0,8.49
2022-06-30,EMP00580,20,20,0,0,13.14
2022-07-31,EMP00580,23,21,2,0,5.84
2022-08-31,EMP00580,23,22,0,1,1.34
2022-09-30,EMP00580,21,19,2,0,1.91
2022-10-31,EMP00580,23,23,0,0,1.54
2022-11-30,EMP00580,22,21,1,0,10.39
2022-12-31,EMP00580,23,22,0,1,15.38
2023-01-31,EMP00580,22,20,2,0,5.18
2023-02-28,EMP00580,21,20,1,0,11.15
2023-03-31,EMP00580,22,21,1,0,0.38
2023-04-30,EMP00580,23,23,0,0,8.9
2023-05-31,EMP00580,22,20,2,0,11.34
2023-06-30,EMP00580,20,19,1,0,0.76
2023-07-31,EMP00580,22,21,1,0,6.98
2023-08-31,EMP00580,23,21,2,0,11.58
2023-09-30,EMP00580,23,21,2,0,0.0
2023-10-31,EMP00580,22,20,2,0,14.68
2023-11-30,EMP00580,21,20,1,0,9.77
2023-12-31,EMP00580,23,23,0,0,11.58
2024-01-31,EMP00580,21,19,2,0,5.94
2024-02-29,EMP00580,23,23,0,0,0.0
2024-03-31,EMP00580,23,22,1,0,10.67
2024-04-30,EMP00580,23,21,2,0,7.59
2024-05-31,EMP00580,22,21,1,0,8.16
2024-06-30,EMP00580,22,22,0,0,13.44
2024-07-31,EMP00580,21,18,2,1,11.81
2024-08-31,EMP00580,21,21,0,0,17.61
2024-09-30,EMP00580,23,23,0,0,8.77
2024-10-31,EMP00580,22,22,0,0,4.54
2024-11-30,EMP00580,23,19,2,2,7.06
2024-12-31,EMP00580,20,19,1,0,10.08
2022-01-31,EMP00581,23,22,1,0,13.08
2022-02-28,EMP00581,20,18,2,0,0.66
2022-03-31,EMP00581,21,20,1,0,8.04
2022-04-30,EMP00581,23,19,3,1,16.05
2022-05-31,EMP00581,23,22,0,1,6.8
2022-06-30,EMP00581,23,21,1,1,12.66
2022-07-31,EMP00581,20,16,2,2,10.47
2022-08-31,EMP00581,23,21,2,0,12.78
2024-05-31,EMP00582,21,19,2,0,3.95
2024-06-30,EMP00582,22,21,1,0,3.97
2024-07-31,EMP00582,21,19,2,0,8.1
2024-08-31,EMP00582,20,17,3,0,0.34
2024-09-30,EMP00582,23,23,0,0,6.65
2024-10-31,EMP00582,20,18,2,0,9.26
2024-11-30,EMP00582,21,21,0,0,16.92
2024-12-31,EMP00582,22,21,0,1,10.01
2022-01-31,EMP00583,20,20,0,0,11.13
2022-02-28,EMP00583,22,21,1,0,13.82
2022-03-31,EMP00583,21,18,3,0,3.18
2022-04-30,EMP00583,22,22,0,0,7.17
2022-05-31,EMP00583,20,20,0,0,20.13
2022-06-30,EMP00583,20,20,0,0,7.6
2022-07-31,EMP00583,23,22,0,1,13.58
2022-08-31,EMP00583,23,23,0,0,12.82
2022-09-30,EMP00583,22,20,2,0,0.61
2022-10-31,EMP00583,23,20,2,1,9.55
2022-11-30,EMP00583,21,21,0,0,8.73
2022-12-31,EMP00583,20,17,1,2,9.65
2023-01-31,EMP00583,20,19,1,0,4.23
2023-02-28,EMP00583,21,21,0,0,2.42
2023-03-31,EMP00583,21,19,2,0,5.62
2023-04-30,EMP00583,23,23,0,0,7.51
2023-05-31,EMP00583,23,22,1,0,13.92
2023-06-30,EMP00583,23,23,0,0,17.09
2023-07-31,EMP00583,21,18,3,0,14.98
2023-08-31,EMP00583,21,18,1,2,12.3
2023-09-30,EMP00583,22,20,0,2,2.98
2023-10-31,EMP00583,23,21,2,0,5.96
2023-11-30,EMP00583,20,18,1,1,9.05
2023-12-31,EMP00583,21,20,1,0,4.84
2024-01-31,EMP00583,21,19,2,0,10.89
2024-02-29,EMP00583,21,20,1,0,11.6
2024-03-31,EMP00583,21,18,3,0,10.68
2024-04-30,EMP00583,21,19,2,0,13.13
2024-05-31,EMP00583,22,21,1,0,3.48
2024-06-30,EMP00583,22,19,3,0,12.66
2024-07-31,EMP00583,23,20,1,2,4.52
2024-08-31,EMP00583,23,21,2,0,3.3
2024-09-30,EMP00583,22,22,0,0,10.66
2024-10-31,EMP00583,22,21,1,0,14.08
2024-11-30,EMP00583,20,20,0,0,10.44
2024-12-31,EMP00583,20,20,0,0,8.1
2024-10-31,EMP00584,23,19,3,1,9.55
2024-11-30,EMP00584,21,19,2,0,8.68
2024-12-31,EMP00584,23,20,1,2,2.37
2023-01-31,EMP00585,23,23,0,0,1.79
2023-02-28,EMP00585,22,22,0,0,7.61
2023-03-31,EMP00585,20,19,0,1,8.4
2023-04-30,EMP00585,23,23,0,0,8.06
